data,mes,ano,temp_min,temp_media,temp_max,amplitude_termica,orvalho,umidade_relativa_min,umidade_relativa_media,velocidade_vento_media,velocidade_vento_max,pressao_atm_media,precipitacao_total,obitos_feminino,obitos_masculino,obitos_infantil,obitos_total
16aug2019,8,2019,12.1,17.6,24.700001,12.6,7.6999998,31,54,2.7,9.3000002,926.5,0,28,17,,45
17aug2019,8,2019,12.1,17.9,24.700001,12.6,6.0999999,25,48.299999,2.4000001,8.3000002,923.90002,0,13,27,,40
18aug2019,8,2019,12.7,20.200001,28.200001,15.500001,7.0999999,24,45.299999,1.3,6.1999998,921.5,0,23,20,,43
05aug2019,8,2019,13.3,17.299999,23.5,10.2,10.2,44,63.799999,3.4000001,11.7,928.40002,0,21,17,,38
24aug2019,8,2019,13.4,19.700001,27.5,14.1,11,25,61.900002,1.8,8.1000004,922.59998,0,17,12,,29
15aug2019,8,2019,14.1,18.200001,24.1,10,9.3000002,35,57.599998,3,9.5,927.5,0,28,17,,45
29aug2019,8,2019,14.2,18.1,24,9.8000002,8.8000002,32,56,2.8,9.6000004,923.09998,0,27,25,,52
13aug2019,8,2019,14.4,22.1,30.6,16.200001,9.5,22,47.900002,1.3,6.9000001,921.90002,0,30,25,,55
19aug2019,8,2019,14.5,22.299999,30.799999,16.299999,8.5,21,44.5,1,6.0999999,919.90002,0,15,16,,31
30aug2019,8,2019,14.6,20.299999,28.5,13.9,9.5,27,52.799999,2.0999999,7.6999998,921.59998,0,25,25,,50
02aug2019,8,2019,14.7,22.4,30.5,15.8,9,16,46.5,1.4,6.8000002,920.79999,0,28,32,,60
01aug2019,8,2019,14.8,21.6,29.4,14.599999,10.6,29,51.400002,1.9,8,920.5,0,23,20,,43
28aug2019,8,2019,15.1,19,25.6,10.5,9.8000002,33,56.5,2.7,8.8000002,924,0,18,24,,42
25aug2019,8,2019,15.2,19.799999,26.299999,11.099999,10.5,33,56,2.8,10,924.90002,0,13,19,,32
27aug2019,8,2019,15.4,20.200001,28,12.6,10.2,29,54.900002,2.7,8.6000004,924.90002,0,9,20,,29
06aug2019,8,2019,15.7,18.1,21.1,5.4000006,11.6,56,66.199997,3.3,10.7,928.90002,0,18,15,,33
26aug2019,8,2019,15.9,19.9,26.4,10.5,10.8,33,57.799999,2.8,8.5,925.29999,0,27,21,,48
23aug2019,8,2019,16.200001,19.4,25.9,9.6999989,13.7,49,70.099998,2.3,7.8000002,921.79999,0,18,29,,47
11aug2019,8,2019,16.5,23.1,30.1,13.6,11.8,29,51.799999,1.8,8.1999998,923.70001,0,24,33,,57
31aug2019,8,2019,16.5,22.5,30.799999,14.299999,10.7,25,49.900002,2.0999999,8.1999998,920.40002,0,26,27,,53
08aug2019,8,2019,16.700001,21.5,28.700001,12,13.8,34,63.900002,2.2,8.1000004,926.29999,0,28,24,,52
09aug2019,8,2019,16.700001,21.700001,28.799999,12.099998,12.5,27,59.299999,2,7.8000002,924.59998,0,23,15,,38
03aug2019,8,2019,16.799999,22.299999,28.9,12.1,10.7,29,49.400002,1.7,6.5,920.59998,0,30,21,,51
14aug2019,8,2019,17,20.9,26.6,9.6000004,12.4,37,59.400002,2.9000001,10.5,924,0,30,21,,51
12aug2019,8,2019,17.1,22.299999,28.200001,11.1,10.5,28,48.700001,1.9,8,923.09998,0,25,26,,51
07aug2019,8,2019,17.1,20.1,25.6,8.5,13,45,64.300003,2.4000001,8.6000004,927.90002,0,27,25,,52
04aug2019,8,2019,17.1,19.700001,24.200001,7.1000004,12.5,47,63.5,3.5,11.9,924.20001,0,16,27,,43
10aug2019,8,2019,17.4,22.700001,29.6,12.200001,11.9,26,53,1.9,5.9000001,924,0,25,25,,50
22aug2019,8,2019,17.9,20.5,26.9,9,13.9,43,66.5,2.7,8.3999996,922.70001,0,22,24,,46
21aug2019,8,2019,17.9,22.4,29.1,11.200001,13.5,33,58.400002,2.0999999,8.1999998,922.09998,0,19,23,,42
20aug2019,8,2019,19.299999,23.5,28.9,9.6000004,11.1,32,46.5,1.9,9,921.20001,0,23,21,,44
24sep2019,9,2019,14.5,20.200001,28.9,14.4,9.6000004,28,52.599998,3.0999999,10.1,923.70001,0,25,22,,47
27sep2019,9,2019,14.7,20.299999,28.1,13.400001,14.2,40,71.199997,1.1,6,919,14.6,19,26,,45
26sep2019,9,2019,15.9,17,18,2.1000004,14.3,68,84.400002,1.3,7.3000002,920.59998,4.8000002,20,15,,35
09sep2019,9,2019,15.9,21.6,28.200001,12.300001,9.8999996,24,49.900002,2.3,9,923.5,0,18,19,,37
25sep2019,9,2019,16,17.6,21.1,5.1000004,11.9,52,70,2.8,10.3,921.5,0,21,14,,35
07sep2019,9,2019,16.700001,21.700001,29.200001,12.5,12.8,34,58.799999,2.5,7.8000002,925.20001,0,26,36,1,63
01sep2019,9,2019,16.799999,24.799999,33,16.200001,10.8,21,44.700001,1.7,6.4000001,918.20001,0,27,27,,54
08sep2019,9,2019,17.200001,21.299999,27.5,10.299999,12.7,38,59.200001,3.0999999,9.3999996,925.09998,0,23,22,1,46
28sep2019,9,2019,17.299999,21.4,27.700001,10.400002,14.7,44,66.5,2.5999999,9.8999996,919.59998,0,20,26,,46
05sep2019,9,2019,17.9,23.9,30.1,12.200001,13.3,31,52.200001,3.0999999,11.3,923.09998,0,28,21,,49
10sep2019,9,2019,18,24.5,33.599998,15.599998,9.5,17,42,2,6.9000001,921.29999,0,24,25,1,50
30sep2019,9,2019,18.1,23,31,12.9,14.2,28,61,2.5,8.1999998,918.20001,0,23,18,,41
11sep2019,9,2019,18.1,26,34.599998,16.499998,11.6,19,44.400002,2.0999999,7.3000002,919.29999,0,18,29,,47
15sep2019,9,2019,18.4,23.4,29.700001,11.300001,12.8,34,52.700001,2.7,8.6000004,921.5,0,22,19,,41
29sep2019,9,2019,18.6,22.200001,29.799999,11.199999,15.3,35,66.5,2.5999999,9.8999996,918.09998,0,15,18,,33
18sep2019,9,2019,18.6,26.5,34.5,15.9,7.9000001,13,35.299999,1.3,9,915.90002,0,19,24,,43
17sep2019,9,2019,18.700001,24.9,33.700001,15,10.7,15,44.200001,2,8.5,918.29999,0,24,14,,38
23sep2019,9,2019,18.700001,20.700001,24.9,6.1999989,13.1,45,62.200001,4,13.1,923.40002,0,22,16,,38
06sep2019,9,2019,18.799999,21.299999,26.1,7.3000011,14,46,63.799999,3.2,10.3,924.70001,0,31,19,,50
16sep2019,9,2019,19,23.200001,29.4,10.4,12.1,30,51,2.8,10.3,921,0,22,18,,40
02sep2019,9,2019,19.1,24.6,30.4,11.299999,11.9,29,46.200001,2,7.3000002,918.5,0,28,36,,64
12sep2019,9,2019,19.200001,27,35.400002,16.200001,10.6,15,39.799999,2,7.8000002,918.90002,0,17,31,,48
03sep2019,9,2019,19.799999,25.700001,33.599998,13.799999,11.8,22,44.799999,2.4000001,9.3000002,919.70001,0,23,22,,45
14sep2019,9,2019,19.9,25,31.299999,11.4,12.8,20,48.299999,3.5999999,12.6,920.59998,0,29,16,,45
04sep2019,9,2019,20.6,26.4,33.700001,13.1,10,18,38.599998,2.4000001,8.6000004,921.29999,0,30,20,,50
13sep2019,9,2019,21.200001,28.4,36.400002,15.200001,8.3000002,14,31.700001,2.0999999,10.9,919,0,22,20,,42
22sep2019,9,2019,21.4,25,31.200001,9.8000011,14.2,36,52,3.2,10.2,919.59998,0,19,30,,49
20sep2019,9,2019,21.6,27.4,34.400002,12.800001,11.7,19,39.200001,2.4000001,7.9000001,917.40002,0,26,22,,48
19sep2019,9,2019,22,27.700001,35,13,8.5,16,31.200001,2.3,6.9000001,915.70001,0,17,26,,43
21sep2019,9,2019,22.299999,27.299999,34.700001,12.400002,13,23,43.200001,2.7,8.6999998,917.90002,0,21,24,,45
27oct2019,10,2019,16.6,24.6,32.200001,15.6,14.4,33,55,2.0999999,8,919.29999,6,20,28,,48
30oct2019,10,2019,17.200001,22.5,31.200001,14,16.6,35,72.099998,1.5,10,917.70001,44.799999,17,30,,47
02oct2019,10,2019,17.299999,23.9,31.9,14.6,10.6,22,45.900002,2.7,9.8000002,918,0,14,32,,46
05oct2019,10,2019,17.9,23.1,30.5,12.6,12.4,26,53.5,3.0999999,9.8999996,918.59998,0,19,28,,47
04oct2019,10,2019,18,22.9,29.700001,11.700001,10.2,27,46.099998,3.3,12.2,919.70001,0,23,27,,50
01oct2019,10,2019,18,23.799999,31.1,13.1,12.5,27,52,2.9000001,11,918.5,0,28,25,,53
29oct2019,10,2019,18.4,22.700001,33.099998,14.699999,15.8,30,68.800003,1.8,10.4,917.40002,4.8000002,22,19,,41
03oct2019,10,2019,18.5,23.6,31.4,12.9,9.3999996,25,41.5,2.5999999,10.6,918.40002,0,22,28,,50
06oct2019,10,2019,18.700001,23.9,31.200001,12.5,13,32,51.799999,3,10.4,917.59998,0,21,15,,36
25oct2019,10,2019,18.799999,25.5,34.299999,15.5,15.2,25,56,1.7,7.8000002,918.20001,0,27,20,,47
31oct2019,10,2019,18.799999,23.9,31,12.200001,16.700001,35,65.699997,1.8,7.3000002,918.5,0,18,15,,33
22oct2019,10,2019,19,24,31.4,12.4,16,32,64,1.7,8.8000002,914.29999,.60000002,13,23,,36
11oct2019,10,2019,19,23.4,29.799999,10.799999,13,32,54.099998,2.8,11.2,920.70001,0,22,20,,42
07oct2019,10,2019,19.299999,24.6,31.1,11.800001,13.1,33,49.900002,3,9.3000002,918.09998,0,21,21,,42
12oct2019,10,2019,19.4,25.1,32.900002,13.500002,12.3,24,46.799999,2.5999999,11.1,920.09998,0,20,23,,43
23oct2019,10,2019,19.700001,24.5,32,12.299999,16,33,60.799999,2.3,10.4,916.59998,0,20,29,,49
17oct2019,10,2019,19.700001,25.6,32.299999,12.599998,8.6000004,16,37.200001,2.9000001,10,920.09998,0,26,29,,55
14oct2019,10,2019,19.799999,25.200001,32.5,12.700001,9.8999996,14,40.599998,2.9000001,10.4,918.09998,0,29,28,,57
16oct2019,10,2019,19.9,25.200001,31.799999,11.9,11.3,24,43.5,2.8,9.1000004,919.79999,0,22,20,,42
15oct2019,10,2019,20.1,25.700001,33.5,13.4,7.9000001,15,33.799999,2.4000001,8.3999996,918.79999,0,20,24,,44
18oct2019,10,2019,20.200001,26.799999,34.400002,14.200001,7.0999999,15,30.9,1.9,8.8999996,918.79999,0,29,28,,57
09oct2019,10,2019,20.200001,24.9,31.6,11.4,14.3,34,52.799999,2.5,8.3000002,918.79999,0,17,35,,52
13oct2019,10,2019,20.299999,25.5,33.200001,12.900002,11.2,18,43.599998,3,9.8999996,918.79999,0,25,18,,43
24oct2019,10,2019,20.299999,24,31.4,11.1,15.4,36,59.799999,2.7,9.6000004,918.40002,0,19,17,,36
21oct2019,10,2019,20.5,23.799999,27.299999,6.7999992,15.7,49,61,2.3,10.3,914.5,0,29,26,,55
10oct2019,10,2019,20.5,23.5,29.5,9,15.1,40,59.900002,3.0999999,10.8,919.59998,0,16,19,,35
08oct2019,10,2019,20.5,25.200001,32.5,12,13.3,30,48.799999,2.8,8.8999996,918.09998,0,24,20,,44
20oct2019,10,2019,20.700001,25.4,32,11.299999,14.6,32,52.400002,2.2,11.4,915.59998,0,28,23,,51
19oct2019,10,2019,20.799999,27.299999,36,15.200001,10.3,20,36.5,2.0999999,13.3,916.90002,0,20,16,,36
28oct2019,10,2019,20.9,24.5,33.900002,13.000002,15.3,27,59.799999,1.9,12,918.5,0,14,32,,46
26oct2019,10,2019,21,24.5,35.299999,14.299999,14.7,25,57.299999,2.7,21.200001,918.79999,0,19,23,,42
25nov2019,11,2019,17.1,20.799999,26.700001,9.6000004,15.4,54,71.699997,2.3,9.5,917.09998,34.799999,16,16,,32
27nov2019,11,2019,17.5,22.799999,29.9,12.4,14.9,39,62.5,2.2,9.6000004,917.29999,0,17,18,,35
24nov2019,11,2019,17.9,21,27,9.1000004,17.9,55,83.5,1.2,6,915.90002,15.8,12,27,,39
26nov2019,11,2019,18.1,22.200001,28.9,10.799999,15.5,45,67.300003,2.9000001,9.8000002,917.90002,.2,22,16,,38
02nov2019,11,2019,18.5,22.700001,29.1,10.6,16.299999,43,68.400002,2.7,9,918.79999,11,19,20,,39
23nov2019,11,2019,18.700001,21.9,30.200001,11.5,17.9,44,79.599998,1.5,16,916.29999,23.4,17,19,,36
19nov2019,11,2019,18.700001,21.4,28.700001,10,17.9,49,81,1.4,8.3000002,918.70001,31,18,17,,35
28nov2019,11,2019,18.700001,23.700001,31.9,13.199999,17.299999,40,69,1.7,13.2,915.29999,0,21,17,,38
16nov2019,11,2019,18.799999,22.1,28.5,9.7000008,17.700001,50,77.5,1.3,8.3000002,913,29.799999,16,13,,29
22nov2019,11,2019,18.799999,22.4,28.5,9.7000008,17,48,72.300003,2.3,9.6000004,917.20001,0,21,33,,54
20nov2019,11,2019,19.200001,21,24,4.7999992,16.700001,59,76.5,2,7.3000002,919,3.8,16,19,,35
21nov2019,11,2019,19.200001,22.6,28.700001,9.5,16,44,67.300003,3.0999999,10.2,918.40002,1.6,15,35,,50
30nov2019,11,2019,19.4,22.700001,28.299999,8.8999996,18.9,52,79.800003,1.3,10,916.70001,4.5999999,20,25,,45
17nov2019,11,2019,19.4,22.799999,27.799999,8.3999996,17.200001,54,71.5,2.5,8.8999996,914.59998,0,20,21,,41
09nov2019,11,2019,19.5,25.9,33.799999,14.299999,16.9,29,60.700001,2,11.5,916.20001,9.8000002,17,21,,38
03nov2019,11,2019,19.5,24.700001,32.299999,12.799999,14.7,30,57,2.3,8,916.40002,0,26,18,,44
29nov2019,11,2019,19.6,22.1,26.700001,7.1000004,18.5,62,80.199997,1.6,7.0999999,916.09998,22,24,24,,48
15nov2019,11,2019,19.6,20.700001,25.4,5.7999992,18.200001,65,85.900002,1.2,8.8999996,915.09998,9.1999998,23,14,,37
18nov2019,11,2019,19.700001,20.5,22.799999,3.0999985,17.799999,75,84.800003,1.6,8.8999996,918.20001,.60000002,14,20,,34
13nov2019,11,2019,19.9,23.799999,30.6,10.700001,16,39,63.200001,3,10.5,917.90002,0,16,19,,35
10nov2019,11,2019,20.1,26.799999,34.599998,14.499998,14.6,24,50.200001,1.7,11.5,916.90002,0,30,22,,52
14nov2019,11,2019,20.6,22.700001,30.799999,10.199999,17.200001,42,72.300003,2.3,9.3999996,916.70001,1.4,26,14,,40
12nov2019,11,2019,20.700001,23.4,27.6,6.8999996,15.7,50,62.400002,3.7,12.6,917.70001,0,23,20,,43
01nov2019,11,2019,20.700001,23.1,30.9,10.199999,16.6,40,68.800003,1.7,11.1,918.5,.40000001,18,25,,43
04nov2019,11,2019,20.9,27.6,35,14.1,13.6,21,46,1.7,6.5,915.09998,0,27,29,,56
11nov2019,11,2019,21.5,27.5,35.099998,13.599998,14,21,46.400002,2.0999999,13,916,0,26,11,,37
05nov2019,11,2019,21.5,27.1,35.400002,13.900002,15.8,28,52.299999,1.6,10.1,916,0,22,14,,36
06nov2019,11,2019,21.6,27.299999,34.900002,13.300001,17.200001,28,57,1.6,9.3000002,916.20001,1.4,22,16,,38
07nov2019,11,2019,22.299999,26.1,31.299999,9,16.299999,36,56.200001,2.7,9.3999996,916.79999,1,26,16,,42
08nov2019,11,2019,23,25.700001,33.099998,10.099998,15.5,31,55.299999,2.2,13.4,915.40002,.2,25,12,,37
25dec2019,12,2019,17.4,23.6,30.299999,12.9,16.5,36,66.900002,1.7,8.3000002,917.70001,13.4,28,16,,44
30dec2019,12,2019,18.1,23,29.299999,11.199999,14.5,32,61,2.0999999,9,915.79999,13.6,28,23,,51
09dec2019,12,2019,18.299999,21.799999,27.700001,9.4000015,17,55,75,2.2,8.6000004,917.79999,0,21,27,,48
08dec2019,12,2019,18.5,20.4,24.1,5.6000004,16.299999,64,77.300003,2.5999999,9.1999998,917.70001,15.4,13,21,,34
13dec2019,12,2019,18.5,23.799999,31.299999,12.799999,17.799999,39,71.5,1.5,11.9,916.70001,24.4,26,20,,46
04dec2019,12,2019,18.6,22.200001,27.4,8.7999992,17.1,56,73.699997,2.9000001,8.5,917.59998,.2,29,20,,49
16dec2019,12,2019,18.700001,24,30,11.299999,14.4,26,56.900002,2.4000001,9.3000002,918.70001,0,30,23,,53
31dec2019,12,2019,18.799999,24.1,29.9,11.1,15.3,37,59.099998,2.4000001,8.6000004,915.20001,0,25,22,,47
29dec2019,12,2019,18.799999,22.299999,29.4,10.6,16.799999,40,72.800003,1.6,6.9000001,917.5,6,21,17,,38
14dec2019,12,2019,18.9,24.5,30.200001,11.300001,16.9,43,64,2.5,9.5,920,.2,21,19,,40
23dec2019,12,2019,19,22.200001,25.9,6.8999996,18.299999,59,79.199997,1.4,7.5999999,918.09998,19.200001,24,25,,49
02dec2019,12,2019,19.200001,22.5,30.1,10.9,18.6,49,80.300003,1.4,20.1,915.79999,46.799999,25,18,,43
03dec2019,12,2019,19.200001,21.4,25.4,6.1999989,17.9,65,80.300003,2.5999999,9.8000002,916.09998,5,21,19,,40
05dec2019,12,2019,19.299999,21.9,27.299999,8,19.1,65,84,1.5,7.4000001,916.79999,1.6,20,26,,46
11dec2019,12,2019,19.4,22.4,28,8.6000004,18.4,56,79,.89999998,7,916,14.8,24,21,,45
12dec2019,12,2019,19.4,21.6,27.200001,7.8000011,18.6,61,83.800003,1.2,11.6,915.70001,11,33,17,,50
24dec2019,12,2019,19.4,21.1,24.6,5.2000008,17.799999,65,81.300003,1.2,14,918,3.2,21,17,,38
06dec2019,12,2019,19.4,22.6,28.9,9.5,19.1,54,82.199997,1.3,14,915,21.4,21,19,,40
01dec2019,12,2019,19.700001,23.5,29.4,9.6999989,18.700001,47,76.099998,1.5,9.6999998,916.40002,6.1999998,17,36,,53
20dec2019,12,2019,19.700001,24.700001,30.700001,11,17.4,42,65,2.3,8.3000002,918.40002,5.4000001,18,30,,48
28dec2019,12,2019,19.700001,23.200001,28.6,8.8999996,16.299999,44,66.099998,2,9.6000004,918.79999,0,22,13,,35
27dec2019,12,2019,19.9,24,29.1,9.2000008,15.5,40,60.299999,2.5,8.1000004,919.59998,0,15,27,,42
21dec2019,12,2019,20,23.9,29.200001,9.2000008,17.799999,46,69.800003,1.2,7.5,917.90002,.2,21,31,,52
10dec2019,12,2019,20,21.299999,25.6,5.6000004,18.5,68,83.800003,1.3,8.6999998,917.59998,2,23,19,,42
15dec2019,12,2019,20.200001,24.1,29,8.7999992,14.4,32,56,3.5,12.8,920.70001,0,24,27,,51
22dec2019,12,2019,20.299999,26.1,32.900002,12.600002,16.9,34,59.299999,1.6,9.8999996,916.90002,.2,25,19,,44
17dec2019,12,2019,20.299999,25.299999,31.200001,10.900002,14.9,28,55.400002,2.0999999,8.5,916.70001,0,21,18,,39
07dec2019,12,2019,20.5,21.6,26.6,6.1000004,19.4,66,87.5,1,5.1999998,915.59998,3.2,18,19,,37
26dec2019,12,2019,20.799999,25,30.4,9.6000004,16.4,37,60,2.2,7.6999998,918.70001,0,38,20,,58
18dec2019,12,2019,20.799999,26.200001,32.400002,11.600002,15.2,28,52.5,1.8,7.1999998,916.59998,0,19,24,,43
19dec2019,12,2019,21.700001,23.700001,30.5,8.7999992,17.299999,43,68.699997,2.3,12.1,918.5,0,25,28,,53
02jan2020,1,2020,17.700001,21.6,28.799999,11.099998,18.700001,53,84.300003,1.5,13.5,914.79999,100.6,28,19,,47
22jan2020,1,2020,18.200001,22.6,27.700001,9.5,18,54,75.800003,1.6,7.0999999,913.20001,4.1999998,19,21,,40
16jan2020,1,2020,18.4,24.4,32.099998,13.699999,19.1,41,75.099998,1.4,10,918.20001,49,15,19,,34
05jan2020,1,2020,18.9,22.200001,28.5,9.6000004,18.799999,55,82,1.5,11.9,914.09998,26.6,23,18,,41
29jan2020,1,2020,19.1,22.5,26.200001,7.1000004,19.700001,71,84.5,.89999998,9.1999998,919.5,32.599998,22,11,,33
21jan2020,1,2020,19.1,21.9,27.5,8.3999996,18.5,60,81.5,1.4,6.6999998,913.59998,10.4,10,18,,28
25jan2020,1,2020,19.200001,21.799999,28.299999,9.0999985,18.9,56,84.5,1.6,9.1000004,912.90002,116.6,19,24,,43
26jan2020,1,2020,19.200001,22.9,28.200001,9,18.6,54,77.800003,.80000001,6.4000001,915.70001,.40000001,22,22,,44
04jan2020,1,2020,19.299999,21.5,26.299999,7,19,66,86.300003,1.3,9.3000002,914.29999,44.400002,19,25,,44
15jan2020,1,2020,19.299999,25.200001,31.5,12.200001,19.299999,45,71,2.0999999,7.8000002,917.40002,52.799999,22,21,,43
23jan2020,1,2020,19.6,20.4,22.5,2.8999996,18.9,82,90.900002,.89999998,8.6000004,912.5,20.6,21,20,,41
09jan2020,1,2020,19.700001,24.9,32.799999,13.099998,18.4,36,69.5,1,8.5,916.79999,11,21,24,,45
24jan2020,1,2020,19.700001,20.700001,23.4,3.6999989,19.200001,85,91.300003,2.0999999,12.6,910.29999,159.39999,25,24,,49
01jan2020,1,2020,19.799999,24.9,30.799999,11,16.299999,37,60,1.9,6.6999998,914.40002,0,19,31,,50
08jan2020,1,2020,19.9,23.799999,32,12.1,19.6,47,78.699997,1,14.8,916.90002,24.4,29,27,,56
03jan2020,1,2020,20,22,26.299999,6.2999992,19.5,66,86.199997,.80000001,8.1000004,914.90002,18,24,16,,40
10jan2020,1,2020,20,25.6,32.700001,12.700001,19.4,37,71,1.2,6.8000002,916.70001,16.200001,29,17,,46
20jan2020,1,2020,20.1,22.700001,28.299999,8.1999989,18.9,53,80,1.6,12.1,916.09998,4.8000002,19,26,,45
18jan2020,1,2020,20.1,23.299999,27.1,7,18.299999,60,73.800003,2.5,8.6000004,920.20001,.2,22,19,,41
28jan2020,1,2020,20.200001,24.200001,31.200001,11,19.1,45,75,1.5,9.5,917.40002,.60000002,25,28,,53
17jan2020,1,2020,20.200001,23,28.9,8.6999989,19.799999,60,83.199997,1.4,10.2,919.29999,44.400002,27,22,,49
13jan2020,1,2020,20.4,26.700001,33.400002,13.000002,17.700001,33,59.400002,1.5,7.0999999,917.09998,0,32,33,,65
27jan2020,1,2020,20.5,23.200001,29.799999,9.2999992,18.5,50,75.900002,2,15.2,916.5,.2,20,25,,45
06jan2020,1,2020,20.6,24.200001,28.700001,8.1000004,19,52,74,1.4,7.0999999,915.29999,0,29,15,,44
07jan2020,1,2020,20.6,24.799999,31,10.4,19.700001,50,74.300003,1.1,7.3000002,916.40002,.2,22,30,,52
30jan2020,1,2020,20.6,25.4,31.6,11,19.4,43,71.099998,1,5.8000002,919.5,1,24,26,,50
14jan2020,1,2020,20.700001,23.9,31.6,10.9,19.200001,45,76.5,1.7,15.2,917.79999,1,24,31,,55
19jan2020,1,2020,20.9,23.4,29.9,9,18.799999,49,76.599998,1.9,6.9000001,918.59998,0,28,23,,51
11jan2020,1,2020,21.4,26.5,31.9,10.5,16.799999,42,55.700001,1.7,6.3000002,916.59998,.2,18,32,,50
12jan2020,1,2020,21.4,27.299999,33.799999,12.4,17.5,33,57.299999,1,7,917.09998,0,31,23,,54
31jan2020,1,2020,22.200001,26,32.299999,10.099998,19.700001,47,69,1.2,6.1999998,918.79999,0,35,24,,59
07feb2020,2,2020,17.1,21.799999,28.1,11,16.799999,49,75,1.9,8.1999998,917.59998,40.400002,17,25,,42
14feb2020,2,2020,17.799999,22.299999,31.1,13.300001,18,46,78.5,1.3,6.0999999,918.20001,10.4,29,28,,57
17feb2020,2,2020,18.299999,23.299999,29.4,11.1,19.1,52,77.900002,1.6,11.7,918.29999,19,22,19,,41
09feb2020,2,2020,18.299999,21.4,26.299999,8,18.1,64,82.599998,1.2,10.4,919.5,24.4,14,18,,32
08feb2020,2,2020,18.6,22,28,9.3999996,17.5,49,76.300003,1.7,11.2,918.09998,.2,22,21,,43
11feb2020,2,2020,19.1,21.4,26.4,7.2999992,18.9,64,86.099998,.80000001,10.5,919,9.1999998,26,21,,47
05feb2020,2,2020,19.1,22.200001,26.1,7,18.9,59,82.099998,1.1,8.8000002,918.5,40.799999,19,19,,38
23feb2020,2,2020,19.200001,21.9,25.799999,6.5999985,17.700001,63,77.900002,2.2,7.5999999,919.29999,22,15,32,,47
24feb2020,2,2020,19.200001,21.200001,25.9,6.6999989,17.700001,66,80.800003,2.5999999,8.3000002,919.29999,.60000002,19,24,,43
12feb2020,2,2020,19.299999,21.700001,26.700001,7.4000015,19.1,67,85.5,1.3,8.6000004,918.09998,32.599998,17,23,,40
10feb2020,2,2020,19.5,23.299999,29.299999,9.7999992,18,48,73.699997,1.7,11.6,919.79999,.80000001,19,17,,36
27feb2020,2,2020,19.5,23.799999,30.1,10.6,19.200001,49,76.699997,1.2,8.6000004,915.79999,1.4,27,18,,45
22feb2020,2,2020,19.6,24.299999,30.799999,11.199999,18.1,44,70.199997,1.4,15.7,917,0,20,18,,38
13feb2020,2,2020,19.700001,20.9,24,4.2999992,18.4,69,85.800003,1.3,7.3000002,918,0,22,23,,45
29feb2020,2,2020,19.700001,21.1,24.4,4.6999989,19.299999,75,89.199997,.89999998,5.8000002,919.79999,16.4,23,23,,46
15feb2020,2,2020,19.700001,24,30.799999,11.099998,18.700001,46,73.900002,1.9,8.1000004,917.90002,9.3999996,27,27,,54
03feb2020,2,2020,19.799999,25.1,31.799999,12,18.299999,37,68.599998,1.7,7.5999999,918,44.400002,23,16,,39
25feb2020,2,2020,19.9,23.299999,29.200001,9.3000011,19.4,55,79.800003,1.2,5.8000002,918.40002,5.5999999,27,30,,57
06feb2020,2,2020,19.9,21,25.4,5.5,18.200001,66,84.099998,1.9,11,918.79999,6.4000001,21,13,,34
28feb2020,2,2020,20,21.5,23.799999,3.7999992,19.700001,77,89.199997,1.3,7,918.79999,27.799999,16,20,,36
19feb2020,2,2020,20.200001,24.4,30.700001,10.5,17.200001,43,65.199997,2,7.9000001,917,0,15,28,,43
26feb2020,2,2020,20.200001,23.299999,29.200001,9,19.700001,62,81,1.2,12.6,916.29999,8.3999996,18,25,1,44
18feb2020,2,2020,20.4,24.1,30.200001,9.8000011,17.5,41,67.099998,2.0999999,8.8000002,918.79999,2.2,20,24,,44
02feb2020,2,2020,20.4,25.299999,32.900002,12.500002,18.799999,39,68.599998,1.5,9.5,918,18.6,19,21,,40
20feb2020,2,2020,20.700001,24.799999,31.1,10.4,17.799999,44,66.400002,1.7,7.4000001,916.29999,0,25,22,,47
21feb2020,2,2020,20.700001,24.6,30.700001,10,18.5,48,69.5,1.4,12.4,916.5,.2,28,31,,59
04feb2020,2,2020,21.1,25.200001,30.200001,9.1000004,17.4,46,62.599998,1.7,5.9000001,918,.2,25,17,,42
01feb2020,2,2020,21.299999,25.299999,31.1,9.8000011,19.9,48,72.900002,1.1,12.8,918.29999,.2,23,24,,47
16feb2020,2,2020,21.6,23.700001,29.4,7.7999992,19.200001,51,76.5,1.5,8.1999998,917.90002,3,21,27,,48
25mar2020,3,2020,14.9,20.5,27.700001,12.800001,13.9,37,66.699997,1.7,7.8000002,918.90002,0,25,35,,60
24mar2020,3,2020,15.9,20.200001,26.6,10.700001,13.8,45,67.699997,2.0999999,7.8000002,920.09998,0,25,22,,47
02mar2020,3,2020,16.799999,18.700001,20.799999,4,16.5,79,87.300003,1.9,12.1,918.09998,32.400002,22,22,,44
26mar2020,3,2020,17.1,20.9,26.799999,9.6999989,15.1,47,70.099998,2,8.1999998,918.70001,0,24,23,,47
03mar2020,3,2020,17.700001,20.200001,24.799999,7.0999985,18.200001,73,88.300003,.89999998,6.5,917.29999,12.2,23,10,,33
18mar2020,3,2020,17.9,22.9,29.799999,11.9,18.1,44,75.900002,1.2,6.3000002,918.20001,41.400002,25,9,,34
09mar2020,3,2020,17.9,22.5,29.299999,11.4,16,42,68.5,2.0999999,7.5,919.29999,0,19,21,,40
27mar2020,3,2020,17.9,21,25.5,7.6000004,15.7,58,72.300003,2.4000001,7.8000002,918.79999,0,22,19,,41
